,78660,78666,78641,78613,78745,78664,78640,78753,78681,78741,78704,78744,78758,78665,78748,78759,78610,78626,78628,78723,78749,78634,78717,78750,78705,78746,78727,78653,78731,78729,78724,78757,78754,78617,78702,78703,78728,78739,78752,78621,78735,78734,78747,78738,78620,78751,78732,78642,78730,78721,78726,78733,78645,78756,78701,78736,78722,76537
2015-03-31,1243.8687002273996,,1318.9224274626306,1198.8417903600891,1065.8425148590006,1258.1704011905344,1242.314591038142,,,,1488.7382565631422,,,70.17243739882927,1128.2315610590624,1050.143536423562,,1159.9589985080577,,,,,1298.037050682448,,1391.7177512870244,,,,,1084.3324539127211,,,,,,1869.4798056101856,,,,,,,,,,1319.9747149611635,,,,,,,,,,,,
2015-04-30,1231.5632154355703,,1322.2083325740743,1210.2845812675555,1097.6105398317222,1262.0976780148196,1248.2281591661117,,1332.8243039025936,,1480.9812933744406,,,,1136.914111508627,1038.103065717311,,1199.510130713022,,,,,1300.114579298542,,1402.0288037534435,,,,,1080.7566064663777,,,,,1350.082028843847,1852.703220070568,,,,,,,,,,1322.8607405221053,,,,,,,,,,,,
2015-05-31,1240.9256211734842,,1323.5947265010143,1222.1680290876932,1119.407050520843,1263.1289799968115,1257.398475186939,,1331.2550692149257,,1488.4855408246365,,,,1146.5730224295212,1048.4723550071683,,1204.3743864396342,,,,,1316.1054480978974,,1440.7163908412429,,,,,1091.1647727059594,,,,,1383.2602144289897,1907.966465184687,,,,,,,,,,1343.0001020481227,,,,,,,,,,,,
2015-06-30,1265.5110594656137,,1336.9441805214767,1228.3257379612387,1131.1087593843474,1264.742677676777,1258.3950052059956,,1336.254450523522,,1491.0397879390616,,,,1149.1193320428683,1061.981577912535,,1220.9692902365707,,,,,1329.4699721170452,,1445.0631956486602,,,,,1109.3280995442487,,,,,1422.4086364237814,1927.2997037478008,,,,,,,,,,1350.6980492579362,,,,,,,,,2380.7788969779936,,,
2015-07-31,1287.9136115573474,,1349.1010187731506,1232.1852079931443,1133.466659040627,1272.8683877026472,1261.925349514152,,1332.05243592314,,1510.2674059855312,,,822.9818419251529,1149.187263109852,1088.73649412365,,1187.4132984566384,,,,,1316.411659350875,,1440.980826873252,,,,,1121.423555497394,,,,,1437.2554387715847,1963.811131997348,,,,,,,,,,1347.4740564652293,,,,,,,,,2430.4548017221427,,,
2015-08-31,1288.7957311702964,,1357.8736769792038,1226.066387989417,1140.2344069758235,1282.8721301268083,1273.8324524940308,,1334.6138769730544,,1520.8338609770417,,,913.2388807479888,1144.1692718681363,1109.6870069949712,,1203.6286446720826,,,,,1328.0387465552585,,1409.2714758389473,,,,,1119.803245093983,,,,,,1952.403526160904,,,,,,,,,,1349.380684111379,,,,,,,,,2458.9310601876728,,,
2015-09-30,1291.1974262508709,,1355.9413582572793,1243.4354275697756,1126.2990021454252,1290.3244366157248,1281.5962187544776,,1336.1403519431994,,1516.3224123996636,,,911.1883486289136,1150.5852898896003,1110.0958390294454,,1218.9688890684356,,,,,1314.7540315837462,,1404.5840379150552,,,,,1124.6644398352123,,,,,1399.4413209534182,1942.7521032175089,,,,,,,,,,1347.849093434104,,,,,,,,,2464.6158205872102,,,
2015-10-31,1288.56979404484,,1347.3322035036388,1243.189623237495,1121.6703853798542,1287.973901816359,1283.8614135869757,,1330.593318250264,,1497.9783745453235,,,868.4309056357326,1148.3567346641598,1114.16530676531,,1232.6969061128812,,,,,1334.6079674465452,,1391.4837021633657,,,,,1128.0898999020608,,,,,1378.9387070637836,1906.4657193437145,,,,,,,,,,1355.7831186808598,,,,,,,,,2426.6468111692075,,,
2015-11-30,1290.7067920863492,,1354.159275409705,1245.162105938485,1122.6687279211822,1297.1545725719732,1270.9523356076793,,1321.8118467060333,,1497.9509022518428,,,813.8401325228095,1147.7066181885914,1097.0685899605655,,1235.90394270259,,,,,1309.4916231284117,,1428.8864731682154,,,,,1133.5236166427571,,,,,1365.4281190282215,1861.1892633428224,,,,,,,,,,1355.9814159531404,,,,,,,,,2390.998727938128,,,
2015-12-31,1291.671385962431,,1352.9810202099436,1229.3731093559732,1125.523005675606,1293.2657794468157,1271.2093578155475,,1316.617061150287,,1507.9325081977772,,,802.8108323021969,1139.1621797078478,1092.7934364240768,,1211.3140049599983,,,1275.9832279611132,,1312.2972542591178,,1434.7264920839084,,,,,1132.1068470839612,,,,,1418.8618957908204,1901.1568454107835,,,,,,,,,,1351.299287436619,,,,,,,,,2386.964345718596,,,
2016-01-31,1300.5049375348297,,1362.001681508384,1228.2724763061035,1127.969194393219,1313.3145454463613,1269.6307668194363,,1321.51332992066,,1551.7753821538097,,,834.3367637632439,1137.693919586255,1077.0740588732856,,1207.7458338086876,,,1294.2195795121183,,1308.1113498249715,,1450.8862779962835,,1190.1206784012238,,1261.4266396348942,1128.038960960802,,,,,1437.9688849265142,1909.2193849731912,,,,,,,,,,1352.958826945118,,,,,,,,,2385.933292425649,,,
2016-02-29,1295.1537803045858,,1353.6210411439647,1240.7891411779526,1124.5163588036337,,1278.104314938143,,1333.8297925060667,,1550.8611405793545,,1183.6811481253758,902.655481287748,1152.660779021737,1087.4401475340544,,1203.5975235367475,,,1310.8542839315123,1298.6944600504787,,,1469.182279965247,,1148.0724555804486,,1271.3466193705312,1123.699141680688,,1477.4658473103125,,,1448.0468206199246,1979.0857038897595,,,,,,,,,,1355.5351503015293,,,,,,,,,2405.174535776275,,,
