,RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31
17,92593,17,78660,zip,TX,TX,Pflugerville,"Austin-Round Rock-Georgetown, TX",Travis County,181323.52200595904,181679.2929978944,181861.47594078208,182324.475232381,182730.51398753063,183172.08786585476,183252.87236241755,183434.33143961,183613.5969687862,184193.9588509551,184682.09307109835,185186.96813974535,185560.1059595359,185803.93908607375,186049.92391115605,186473.254683143,186853.74101117812,187240.2864140602,187612.3998088172,188024.21530418724,188253.7792833099,188344.01712210415,188510.1426452296,188533.3934535858,188712.64957888116,188730.4154936708,189033.38022076932,189174.79789826777,189473.5070033907,189871.40118505448,190173.41275272745,190205.09215392845,190132.5468566857,189991.54367548352,189749.60502490983,189097.32307273755,188449.98978727983,187947.1775036712,187936.61271695248,187894.71453343108,187923.9739536564,187545.3202434778,187473.1028336795,187338.8864678467,187354.3795985176,187265.3849995068,187116.00546658947,186975.494087672,186873.1378449541,187365.2483486265,187941.66453982703,188399.86716098667,188409.91130247773,188444.0702034457,188626.27242576063,189157.0014477576,189709.0816168344,190374.83337681476,190956.23767910711,191768.6506207648,192319.0682806724,192544.3654339344,192282.13008881317,192091.75122243864,191997.11009070725,192409.1646711412,192664.3201619015,192796.4352289601,192719.7223101583,192781.77352525652,193018.22803477477,193499.3514720339,194012.1943267196,194428.7420387772,194612.05876468107,194763.92241243832,194940.67556001677,195120.18922865044,195353.2866917212,195668.068723749,196230.73855182168,196787.8288392858,197380.16830979552,197758.35170880065,198165.5881180386,198405.7965339437,198520.7854356307,198614.2589468817,199163.1064776104,199807.8889967663,200549.345033108,201260.8233958049,202153.1695204598,203157.2559481587,204259.0836775752,205535.98068897423,206406.3585582605,206577.3768471255,206594.8552866302,206657.88323489303,206848.28448103383,206458.5117964444,206042.52720773933,205430.93677476968,204787.27886486487,203912.44222643223,202168.9246314165,200435.6932767328,199051.74497159928,198490.0720491991,197998.25536216664,197256.7063361644,196784.2755626307,196507.94660711745,196404.54173677185,196289.5293530257,196085.1296407715,195736.2275615599,195823.29749462917,196006.9326229828,195895.8424947407,195607.3172632668,195362.87082970832,195594.23613883645,195855.5358598026,196027.25831474407,195714.86142869917,195102.9333597745,194374.1950736999,193511.95791382217,192314.2883269817,191086.64479021708,190236.74236658053,189664.77062141817,189373.35484677288,189449.86215933305,189470.83655267893,189172.9625883001,188462.34022622288,188318.04255280437,188344.2321532908,188303.3062189794,187749.01419012423,186916.24283487545,186502.4199466213,186551.07706707515,187309.38478343812,188526.61257097856,189534.4840635756,190536.44739641377,191163.19799569852,191897.08954675356,192832.47659772693,194230.60110417329,195752.95567619344,196963.6114698937,197952.5239522483,199037.48683628105,200382.0516477722,201830.900337479,203157.8773154713,204632.94688582665,205967.6687901736,207331.72446145103,208601.7316053711,210078.50890419245,211752.35114702932,213300.16652278727,214838.0852414955,216261.49068536452,217758.99693740648,219340.9084865606,221158.07389771036,223182.4638470769,225165.8439537993,227087.19415830795,228999.5392012517,230832.6941498973,232809.6792168845,234574.70599345505,236753.5343503505,238897.8016863612,241197.77670097607,243033.4361724361,244573.71279104863,246326.61426495048,248261.3243881639,250544.59980633255,252665.5894861117,254719.3522050176,256689.94331878185,258757.8485213756,261216.87861116868,263809.47774209647,265934.63307607,267574.4942173415,268825.93644291424,270072.0909220888,271064.7145098962,271730.9785316906,272395.9191805932,273287.8139512052,274520.7447282965,276295.5983007894,278036.33710082417,279719.2510231039,280879.14680067543,282045.6546315903,282747.25002484675,283134.18770082004,283115.65486619814,283307.54160516465,283689.65287144616,284310.3449597492,285108.50614602707,286296.7475570145,287330.274676386,288154.7629242276,288856.8458244349,289456.03945756867,290203.871153474,290761.96022755257,291854.96873249515,292709.1970379161,293536.9330416718,294049.7018995147,294674.9473659373,295370.55556802306,295734.7159343154,295979.575870448,295981.5686977865,296127.7827600167,296615.5353009273,297365.1502114846,298200.619173395,298958.8387028167,299738.2256128615,301006.10169064644,302538.62226300774,304503.6966206204,306494.70790149097,308421.618060519,310107.7084932654,311632.95824336424,312874.8618438565,314149.92309525824,315691.58136711,318119.47342561744,321673.2785009141,326304.22350363387,332041.1781059113,338136.3620234207,344675.73611652857,351156.9474515994,358538.5458195335,367380.7109065302,377729.21750256064,388680.5361092831,397178.5753871061,402561.2986074272,404710.0338658253,406326.57680430094,408992.6483864061,413134.9414033646,419310.691616592,426851.67029118,435905.8981894802,445130.2126469528,452813.41757646186,457274.8374490351,457092.07027953886,453587.5996290385,447940.0810455876,442113.6299056083,435958.042109848,429371.8803049822,423549.63854811806
88,92598,88,78666,zip,TX,TX,San Marcos,"Austin-Round Rock-Georgetown, TX",Hays County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147805.74972011105,147860.82572062034,148198.955130787,148677.85613440364,148832.6991774872,148758.2666762602,148486.5992746722,148498.80724176212,148635.395525224,149117.690286966,149975.09431707804,150818.8576476863,151241.01358290555,151310.52404114432,151248.87342200856,151635.39495603545,151873.24645346854,151678.54404830324,151188.29352207118,150813.1833613157,150918.70980434996,151193.85908081208,151250.94876110085,150864.4484376124,150651.00429874507,150513.95099212418,150810.85213836803,150907.5469229893,150958.55420404792,151157.72622155538,151701.8706460652,152582.17169744003,153432.49557728154,153849.1495675786,153970.28642729914,153987.98816334375,153439.4642909671,152835.9315272414,152472.86910137255,152847.53965941927,153544.58653916648,153663.3041583374,153373.7638942846,152881.12810716612,152356.32448121227,151765.77534691882,151129.54161328965,150361.46400352064,149428.06002579766,148545.80915196557,148165.08698557006,148159.8292067967,148233.68345476702,148218.51552837846,148282.6247286907,148168.60881894853,148069.83415178166,147889.2897617634,147732.5450094447,147116.26516058258,146140.94262966551,145243.36007104412,144888.3065228527,145100.4806136988,145771.9194880329,146491.86195129232,147181.67871671214,147523.0536689764,147519.96765179717,147381.57439907265,147484.74453499806,148038.18924625582,148847.19374662137,149607.88582625616,150181.15145488645,150761.1877414367,151462.5589954237,152256.6331138539,152615.7055743994,152778.2346594171,152593.989543747,152750.346366026,152905.73215078015,153615.26663267022,154821.17939258597,156371.37267285123,157971.1366901575,159254.54816062446,160904.13781425657,162598.52599077756,164389.88998315248,165717.3096045632,166921.7703745218,168147.55141097953,169637.8134203666,171284.5539807178,173067.07458370982,174827.74306936515,176424.24492677255,177917.82998236106,179532.524820053,181209.75434100744,182852.21185864825,184321.9955355688,185543.4369628746,186703.7355803117,187702.77964430256,189242.2715138545,190894.30350965488,192257.94406174027,192838.57343157812,193402.24285491463,194225.93216502783,195451.4904204412,196634.7616634624,198157.3707745888,199607.42225744732,201002.8931879721,202185.30002892224,203527.54488059995,204822.0860682684,205936.7834625584,207042.26327199416,208094.45093798707,208983.55927963185,209624.47230195143,210370.37114695215,211419.7724488046,212412.53348089507,213304.5447776015,213981.1837507655,214881.55238602197,215710.61749093537,216288.01600025303,216917.53122256184,217456.11218494293,218167.9402549167,218905.99500507824,219943.60929936077,220889.0342948106,221211.01915112496,221082.4870590575,221145.6882669469,221943.44003676056,223500.30963088735,225175.62669842303,226857.42756220547,227867.77015895335,228706.98692879864,229095.19830178228,229478.4032895357,229868.29351780968,230371.4478924404,230984.7807857892,231854.587896671,233107.4012043023,234566.53613069325,235909.08436646796,237096.6711655882,238229.6566522747,238796.60759042343,239503.563402687,240864.827867208,243361.32448133067,246528.3481171516,249708.74213505912,252791.43644662344,255700.9567756533,258625.06518108907,262161.7505309332,266972.9978521715,273970.96954986727,282985.86002377217,292723.8276144045,301099.41354055423,307174.3812688314,310683.0798984117,313490.1159021068,316931.4401460899,321818.074460084,328556.43470967404,336255.6841943902,345214.7187006858,353974.9472017956,361730.5890290858,367108.2541816922,368427.2241888288,366799.6519061122,363109.9980419679,359226.5603069973,354930.2273013512,350077.3818209169,346150.1726438
102,92576,102,78641,zip,TX,TX,Leander,"Austin-Round Rock-Georgetown, TX",Williamson County,197140.7881308692,197170.461011434,197441.1247381833,198149.6637421566,198579.18616899545,198898.31287980507,199579.75294139385,201480.70753996595,203505.3341431883,205512.9206636852,207508.446140705,209738.9865593691,211508.9649319663,212663.7835920415,213583.445031352,214695.95324836785,215169.23655565453,215591.4708232598,215357.2505755334,214461.6476506225,212385.26121598028,210515.7257423451,209378.00930710623,209230.8984848416,209468.25829165205,210228.04567369985,210996.0547823065,211646.3257998909,211683.6887791521,211220.732332746,210369.77091363107,209763.1742028525,209429.2660545632,208651.14015257164,207229.4324875144,205438.63816355533,203332.92935284867,201734.68151820605,201071.1445152572,200574.9351854888,200529.2785405837,200561.17211042825,201694.48968482373,203028.40818535656,202570.5375415593,202053.70367882447,200747.3280299831,200691.67310725045,199726.5806261368,199429.67514961128,199813.89757732776,201202.8455013852,201829.4389854952,201236.03592976133,200089.34450214377,200056.9509899608,202158.47299493544,204576.13574751272,205818.6629283029,205759.45508473413,206362.44010786872,207538.1413583171,209393.0902939598,210440.2962067784,211773.00156082975,212700.46846230887,214090.0895267549,214910.59403092717,215400.64253449943,215079.2251824065,215162.45640367188,215651.51846011227,216421.23664523137,217354.94909079955,217627.51626861453,217953.36965351133,218036.3503799895,218672.37431203853,219410.77758607024,220024.10907477644,220459.22215707065,220946.15604190496,222045.64826026504,223070.26455792587,223857.5177054632,224369.32565432423,224467.71119637435,224767.56421353997,224810.8002647214,225224.3705127599,225209.8104955596,225418.95139991835,225502.08171826543,225619.8633949594,225814.2466815591,226219.02206440884,226899.87035825243,227099.2309924114,226592.56812324643,225897.5810372132,225274.0177870485,224813.2839489724,224383.3190065025,223646.74916483896,222911.09624929295,222312.63511182772,221935.53555027395,221822.06443972865,221252.40263890565,220782.2931590842,219976.68043921128,219299.62587662748,218532.46491741817,218743.97000987676,219375.36409079103,220150.27229567865,220619.58303606827,220462.00904861945,220591.4752200982,220115.70125315676,219917.38373495344,219465.72277325357,218670.99577651295,218008.25917029355,217605.51226129825,217833.5741882317,217019.2329473776,215434.48339031,213413.7918069861,211711.1321821379,210577.35355769785,209184.9479322112,208107.9792822658,206084.88747042173,204504.6481051345,203648.62975672996,203582.4190051864,203266.71380763876,203200.69874261887,203041.1437454586,203427.67502667184,203470.3231559732,203399.96413809637,203450.70931758228,203927.200879964,204678.3063646257,205306.1010904115,205256.8282823057,205530.25809224683,206139.0973876157,206946.70926221303,207731.40747167883,208533.46566253228,209228.34137496803,209795.10805734163,210219.09719119617,211346.6700022898,213020.60272547524,215156.22867682204,217199.0909351305,219108.15804798435,221147.46424478636,222894.05699911047,224571.40137389457,225786.5262365985,226740.63484942485,227647.913549568,228851.9359053116,231010.32635909496,233520.1366628772,236248.6601261816,238707.1295344533,241149.1785282813,243518.59074107683,245917.09012583035,248300.30807897405,250656.87954248025,252483.50365608293,254282.00209209629,256005.84610008405,258673.2992401494,261450.74066492115,264447.6899087596,266701.9065134816,268731.3173144341,270518.22811134026,272397.79468228394,274105.28158241336,275538.55963667546,276352.0716801052,277083.22554070974,277770.5869533489,279430.8675796324,281363.9466505497,283288.23313411715,284693.6293738309,286085.66529117554,287552.5564483344,289053.3396047738,290446.43735080445,291881.9142856008,293253.9615654167,294661.6158374639,296244.5545297043,298175.99466190406,300128.266548429,301915.70408523665,303331.7501432489,304146.9194671948,304761.8085154552,305215.9816226706,305969.9100453516,306740.232507932,307425.51209127536,308000.91483820975,308704.0909773857,309494.378376894,310244.49304604775,311101.46073509124,311789.36565640965,312416.4784467828,312723.68994310725,313511.4550142601,314237.5500939619,314854.4191965082,315073.6591952985,315429.0468828518,315988.6063957689,316298.4004478318,316275.57405365835,316102.9381028646,316012.12799237645,316247.12922888296,316608.23877977725,317035.31410584686,317625.6206987465,318448.3839277308,319846.2274895443,321550.8180837298,323508.3482664234,325696.65036944614,327814.1179393363,329674.7533291866,331044.2015848249,331982.08938537544,333009.23499929433,334801.76420597645,337615.320432994,341602.2848362164,346318.100389719,352055.929126127,358194.8539514782,365251.245158687,372607.8114200447,381863.7866417642,393496.874451078,407578.8385255712,421876.5290710668,433047.1069907518,440673.0293398543,444733.83490311005,448082.8112142195,452044.7057362111,457748.0638123937,466419.6273856762,477573.97448245547,490392.6726157088,502927.74730776605,513152.0387954136,518969.832704972,518153.7883450677,512226.7847076856,503717.5700332057,495823.0352601695,488043.9138209682,479987.8720783253,472218.01373468206
107,92551,107,78613,zip,TX,TX,Cedar Park,"Austin-Round Rock-Georgetown, TX",Williamson County,211520.3843041658,211446.64347536597,210672.5880460436,209634.99244709557,208518.16928189027,208718.59776432,208815.52748692376,209060.30406401728,208373.6548951521,208372.74076097304,209727.38215705924,211526.9596997803,212953.0047023336,213256.7021507117,214183.9750224461,215173.16107503933,215736.8937009177,215855.904334045,216126.81667234085,216504.18617739007,216223.51327611817,215828.13097824503,215577.01014532836,215824.3717854703,216432.1929417925,216564.11694624103,216581.82692185836,216225.49329887703,216184.8488268321,216816.65483777376,217621.19009298505,217895.28126672556,216729.50813492885,215434.1943926157,214771.0109553271,214687.1495601678,214358.54182048675,213925.2281437791,213888.741196802,213762.62562805493,213819.18696329757,213584.19703741325,214025.24830193064,214695.34553805608,214958.21041248756,215281.1419644853,215298.89947184903,216350.7620083598,218185.44247412137,220539.5467284,223015.06312957112,224528.74617299245,225610.56970734685,226768.04860621868,227170.8305117728,227749.0543941309,228245.28340473867,229369.11406210583,230241.3912076693,230786.56766022148,230322.5614890233,229835.62693253075,228924.90459252015,229220.09694507928,229818.274229833,231089.59639859968,232223.5316819515,233204.4719967924,233923.8378476816,234848.00173693127,236061.36134611667,237060.47906680277,237774.1142301887,238188.07281204217,238577.80547163263,238700.83428159807,238671.64186266623,238773.85733646728,239248.96077842475,240269.15465277337,241219.15007285785,242191.9019727642,243065.81656548425,244089.45280645523,244910.15881651928,245404.49544433187,245941.2717698527,246806.92685052776,247751.34546385135,248461.6252567221,249004.20192672577,249821.52064334523,250575.7750904493,251191.5952313936,251600.14157088305,252380.97062006823,253397.85562572104,254007.6121991933,254186.10705664015,253969.22123482503,253951.9589541809,253522.4453759664,253147.6176888857,252497.7228797856,251994.7855354476,251474.97180545164,250578.30273183947,249901.49912747263,248829.13827678017,248145.2288261645,247259.1505988041,246643.90498715927,246152.2971970976,246392.6135500359,246856.9396641764,247800.60941488983,248614.89149987805,248871.76811339264,248742.7922421005,248040.71202724124,247625.59355290377,247522.22672624167,247308.29482675856,247450.04180440507,247731.38221152368,248285.34232461872,247696.00038209828,246342.24344496347,244656.20604714815,242993.72547032192,241591.50723677676,239938.1565029,238594.07551603104,236665.67669129712,235618.33770656888,235846.92253350865,236851.0856144816,236947.76374147277,236964.1312862509,236738.3612296681,237288.2880627696,237199.5483807607,236901.52630782608,236830.40810977804,237387.9219476848,238287.64026646424,238909.44762737735,238840.04342379057,238941.1744908261,239646.44121701256,240896.5969396073,242552.9923225976,243979.27114199245,245267.2002778631,246473.79282899768,247665.10850817515,249415.0161496796,251261.8568944585,253219.9158073493,254755.15437026185,256313.81134975835,258191.3770582745,260316.05421928447,262569.0071403489,264836.6956617093,266796.763760125,268583.400018113,270501.4698009757,273105.8917033945,275873.2993733697,278645.2292141954,281077.6014105843,283623.44507892424,286207.6108172343,288920.3417664659,291535.4080022925,293590.501309983,294932.257106204,296160.16434924613,297753.4897444963,300299.29905439605,303188.89351222623,306198.94734661933,308379.4279670796,310180.15793492284,311706.5647882118,313345.27731237555,314911.59863516176,316509.1389062871,318002.15204617043,319628.5434961557,321066.2269252787,323081.34865460434,325101.6253638056,327027.88776230585,328536.9522775824,330041.8963938702,331609.67347045726,333167.5166544555,334555.39038765663,335696.9584384956,336995.4323175976,338294.1432425748,339980.5519552691,341827.82591608964,343636.5162628765,345199.39803454326,346350.9395773467,347050.6265322169,347406.35874391854,347724.64095192234,348176.3998249657,348970.38384603546,349797.4103407234,350740.5693557093,351684.1401021141,352495.8664196231,353252.832990622,354109.73646191315,354944.1393322109,355842.0615328341,356681.68647676194,358038.2297302081,359396.2283352328,360668.2865372456,361408.0768849,362033.172156418,362780.6670123137,363408.7480202722,363923.6307595414,364043.3104086467,364179.6501927306,364423.2937602024,365129.2166267191,366020.5078941288,367204.8839236708,368594.5683600243,370548.01504853903,373075.3247146991,375893.8572260868,379222.4032618338,382386.3545499065,385391.7510341148,387586.47431208607,389076.88273478346,390249.7554236946,391861.92446645285,394649.7695135272,399038.4546827632,404334.7694840931,410665.4749339875,417343.8933824116,425001.6224281448,432971.2442095895,441911.0904667515,451968.6940124501,463200.7661418631,473449.3866277542,480363.9647159842,483294.09826823097,483693.1577066885,484281.5744915399,486732.1706175026,491529.1907148233,499326.8106867631,509118.7605458878,520787.029571706,532393.6911571403,541232.137622132,545179.2563713823,542299.9365007515,535743.3448343879,527909.1969903467,521554.6728788964,515422.1424878083,508529.3614246656,502286.24706188793
345,92654,345,78745,zip,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,155455.2547150568,155315.62483742312,156285.7635487008,157217.27065545483,157832.87044319976,157474.1367569093,156653.7031306308,157084.2321332303,157723.97363524837,158870.4167370809,159865.6628283537,160233.87369811235,160849.78328337727,160704.65377659595,161503.1757669983,161932.2072029761,162196.17300907336,161875.29943618504,161711.61479983086,162403.33064875464,163068.0520544555,163658.92508486673,163923.64178795193,163844.99838893735,164044.75371911234,163679.1129075922,163738.0284967712,163367.49565065757,162929.27643707898,162243.8222893957,161647.7630016329,161553.40298084015,161884.3241702656,162046.56711603145,162230.0479327967,161883.48345756202,161965.7282324419,161825.36239803676,162493.5416732585,162814.8276211266,162884.5372100633,162436.79007221668,162180.25229339514,162553.75498385957,162915.33941861172,163047.53962777407,162965.12828076957,162480.30241111497,162425.34027412324,162533.28552997563,163575.68315212047,164514.9859814991,164961.72093343225,164976.31403258452,165178.52256238624,166104.86912031512,167234.32576146096,168153.42235954234,168889.2429097121,169162.40080694112,169347.36642428808,168887.7581771617,168863.38283441233,168651.8088147485,168589.75407490417,168386.91114314366,168528.5653264754,169233.34896462323,170060.5755910643,170684.07822945734,171208.3023684582,171777.61411325514,172455.5164274875,172736.1868374806,172939.64596025215,173013.15919463147,173084.48402706746,173319.41723977553,173994.63445973393,174854.04821549286,175616.25710788587,175883.67423086683,176068.53875848177,176205.7463652405,176714.86426874832,177301.78900408078,177964.3784274133,178663.83131653848,179408.54881021052,179922.07431742572,180277.42189047788,180926.72379383785,181905.53429239543,183101.62609315343,184145.9596875368,184841.1334478038,185068.41037245365,185030.00869771373,185299.1479584876,185917.65255937903,186711.46392761325,187218.93594555228,187590.36204696223,187531.3217822232,187271.18808760296,186617.59448464456,185163.1904526242,183601.92040982004,182100.980403994,181329.6426105398,180749.3059558835,180446.5520386493,180486.7940139272,180711.3587654143,180770.9851866189,180759.64816465424,180783.78979791063,181122.20360026576,181943.91028236304,182682.361584219,182799.59946964183,182788.94887339385,183065.79642468385,183832.2533575206,184491.50328374232,184627.1087020555,184244.82456549516,183437.27912579768,182439.660022096,181614.83296313896,180637.62753342112,179865.31403772105,179269.94141343408,178856.93993804138,178505.9730200509,178210.74374535898,178009.80938105378,177771.39645982828,177357.4701922005,177479.9789501361,177637.13114782152,177552.45663511357,177255.80881432668,176989.7586740436,177263.02798819332,177380.17281463693,177824.44871517748,178396.91041486608,179233.33179373978,180175.79915055583,181441.2989914457,182665.55581078335,184168.39329281397,185535.4020017257,186953.9934742339,188376.38667324567,190134.6215109056,192227.10577560213,194246.14456886868,196158.59580768217,198010.9495588385,200279.2919235408,202536.42302736363,204515.01282863776,206413.0740166612,208355.0681047312,210298.239987339,212051.75661494336,214015.8904573917,216307.73611393425,218592.7543000441,220952.614823386,223782.1301607054,226809.21890113677,230034.81019776253,232673.5918327953,235007.8616899025,236657.5479170621,238536.4725325166,240747.41639644303,243894.51961329803,247383.1767739117,251136.968502576,254512.32844748464,257823.9033829248,260842.5894923523,263654.95523505454,266100.627371159,268231.4309818056,270013.41113615484,271973.6370490171,274211.8541752495,276938.7149345744,279801.1526846939,282186.01453498047,284161.2307010435,285417.2571861784,286475.67791756295,287059.86750139383,286928.04483369965,286821.5520612667,287038.81293939985,288611.803329466,290604.6674696481,292717.2966908315,294317.34982054547,295774.5690498142,297324.3347155547,298298.6777152455,298794.2958281261,298928.9234196677,299150.1730348998,299592.6840981634,300360.2715670404,301688.1979068592,303566.55074270786,305303.84675131907,306895.2036157982,308316.92914981133,309606.71103846,311048.391234316,312359.2745627496,313608.1207316892,314372.78563575377,315086.933766605,316126.7673520989,317561.7297822077,319367.3401702892,320951.56438973907,322492.336831687,323656.36589703005,324840.0773528673,326202.3539552854,327788.93295983854,329535.43561595195,331349.21605679864,333259.1714582496,335306.29416709923,337681.3801819365,340252.5672609884,343168.9854721714,346130.10643359745,349333.66794565803,352604.90145926113,354531.5179685492,355695.4146883011,357084.86321838986,360618.4019907077,366374.9031345952,372895.6776890133,380046.5508273385,387309.3709246508,395442.5668541651,403918.23837089055,412755.9361635907,422451.8106328377,433393.6092476362,443565.9726021981,450371.0728978452,452610.2843604392,451958.0462448618,451596.1298170688,453150.9518444703,457203.5688079607,465222.4263213584,476193.1376526473,489797.3714306805,502440.9335224762,513248.3962691476,519985.7473615245,521628.5719032067,518756.3007160779,513299.1339405032,507688.9992123071,502164.7604397486,496115.3507620164,491067.28248471936
